zone_rank,cluster_id,accident_count,avg_severity,max_severity,center_lat,center_lng,lat_min,lat_max,lng_min,lng_max
264,535,31,2.0,2,30.153778580645167,-97.83325235483872,30.152761,30.154740000000004,-97.833335,-97.832222
265,530,31,1.968,2,30.326694838709678,-97.60525951612904,30.325662,30.328184000000004,-97.605792,-97.604622
266,103,30,2.0,2,30.178037166666666,-97.76983836666666,30.176893,30.179359,-97.769913,-97.769753
267,139,30,2.0,2,30.17238456666667,-97.8571585,30.169981,30.175441999999997,-97.859283,-97.855026
268,178,30,2.0,2,30.216013533333335,-97.63767816666667,30.214617,30.216592,-97.637963,-97.636436
269,328,30,2.0,2,30.22481263945493,-97.85507958242209,30.222741,30.22588,-97.856383,-97.854362
270,417,30,2.0,2,30.456623200000003,-97.67774490000001,30.455299,30.458164,-97.679171,-97.674332
271,148,30,1.967,2,30.289232866666666,-97.6986088,30.288537,30.290173,-97.699547,-97.698219
272,198,30,1.967,2,30.394477466666668,-97.70674713333332,30.39361,30.395582,-97.707367,-97.706268
273,516,30,1.967,2,30.400469733333335,-97.70775099999999,30.399631,30.40139000000001,-97.708589,-97.706009
274,581,30,1.967,2,30.311090863668102,-97.61516807486343,30.31036,30.311751,-97.615631,-97.61473774863428
275,120,29,2.0,2,30.256693551724137,-97.80124131034484,30.255238,30.257415,-97.804001,-97.799553
276,238,29,2.0,2,30.481976586206894,-97.78953227586207,30.480128000000004,30.482936,-97.790039,-97.788493
277,261,29,2.0,2,30.307627379310347,-97.70649913793103,30.307008000000003,30.308683,-97.707489,-97.705441
278,326,29,2.0,2,30.29425824137931,-97.62631713793103,30.294179999999997,30.294381,-97.627678,-97.626022
279,344,29,2.0,2,30.362907931034485,-97.79546789655173,30.361678,30.363682,-97.795815,-97.794421
280,481,29,2.0,2,30.28628591257005,-97.63135949398199,30.285814,30.287016,-97.632828,-97.63117432547745
281,502,29,1.966,2,30.21983568965518,-97.74368089655172,30.21962000000001,30.222055,-97.74395,-97.742127
282,641,29,1.966,2,30.349307655172414,-97.68874462068966,30.349274,30.350095,-97.688766,-97.688251
283,13,28,2.0,2,30.3686845,-97.61389864285715,30.368121999999996,30.368856,-97.614388,-97.61302
284,35,28,2.0,2,30.42947082142857,-97.69532625,30.429129,30.429688,-97.696091,-97.694374
285,85,28,2.0,2,30.387601642857142,-97.90641500000001,30.387274,30.389059000000003,-97.90825,-97.906113
286,347,28,2.0,2,30.36899914285714,-97.89226032142857,30.368212,30.369294,-97.893547,-97.891762
287,389,28,2.0,2,30.341781107142857,-97.66307592857143,30.340987,30.342086,-97.663537,-97.661283
288,475,28,2.0,2,30.309979481629046,-97.9652777704839,30.3097,30.310281514976932,-97.965622,-97.964951
289,523,28,2.0,2,30.344755285714285,-97.73727117857142,30.343456,30.3454,-97.739464,-97.736717
290,527,28,2.0,2,30.16722557142857,-97.76912317857143,30.164268,30.171158,-97.769493,-97.768503
291,944,28,2.0,2,30.242165571428576,-97.62130796428572,30.239676,30.24325,-97.622882,-97.620628
292,188,28,1.964,2,30.200603214285717,-97.7855667857143,30.199943,30.20099,-97.785895,-97.784378
293,726,28,1.964,2,30.225524500000002,-97.72443267857143,30.22501500000001,30.225843,-97.725007,-97.724058
294,463,27,2.037,3,30.244701518518518,-97.72399907407407,30.244301,30.24484600000001,-97.727004,-97.722092
295,68,27,2.0,2,30.213946799115845,-97.72818038816489,30.21385,30.214537381981767,-97.728256,-97.72758364630828
296,116,27,2.0,2,30.41432192592593,-97.66334277777779,30.414309999999997,30.41433300000001,-97.663376,-97.663307
297,273,27,2.0,2,30.370721407407405,-97.70080403703705,30.369234,30.371843,-97.701988,-97.699402
298,296,27,2.0,2,30.237117814814813,-97.7175297037037,30.235,30.237587,-97.719426,-97.717178
299,308,27,2.0,2,30.277267777777777,-97.68513037037037,30.274839,30.27935,-97.687042,-97.682875
300,409,27,2.0,2,30.377445259259257,-97.88485214814816,30.376191,30.377776,-97.88498,-97.884666
301,423,27,2.0,2,30.338353148148148,-97.73916662962964,30.336924,30.339844,-97.739494,-97.73851
302,717,27,2.0,2,30.441335777777777,-97.77335196296296,30.440457,30.442079,-97.774213,-97.77179
303,260,27,1.963,2,30.210809851851852,-97.66171540740741,30.209457,30.212199,-97.663402,-97.660896
304,360,27,1.963,2,30.480271845185186,-97.79546096629629,30.480007,30.481589000000003,-97.796028,-97.794769
305,410,27,1.926,2,30.204182296296295,-97.7135128888889,30.203303,30.20471400000001,-97.713998,-97.712158
306,62,26,2.0,2,30.392880384615385,-97.93536911538462,30.392059000000003,30.392981,-97.935481,-97.934303
307,72,26,2.0,2,30.323429538461543,-97.58047415384614,30.322947999999997,30.324249,-97.581223,-97.579582
308,204,26,2.0,2,30.318450230769233,-97.86174119230769,30.318176,30.320206,-97.862259,-97.861506
309,304,26,2.0,2,30.33502323076923,-97.65224623076924,30.331758,30.336962,-97.653679,-97.651551
310,351,26,2.0,2,30.310436692307693,-97.64029569230769,30.309097,30.31127,-97.641435,-97.639251
311,367,26,2.0,2,30.32761142307692,-97.81111515384615,30.327501,30.328036,-97.811284,-97.81098
312,394,26,2.0,2,30.283722762778375,-97.69613760380699,30.28291,30.283761,-97.696526,-97.695807
313,437,26,2.0,2,30.45481430769231,-97.7966541923077,30.452681,30.456661,-97.797294,-97.796036
314,591,26,2.0,2,30.190707879230768,-97.83279648115385,30.189314000000003,30.191126,-97.834007,-97.830053
315,602,26,2.0,2,30.14516807692308,-97.7658941923077,30.143547,30.146162,-97.766469,-97.764725
316,654,26,1.962,2,30.174080615384614,-97.7688665,30.172785,30.175125,-97.769478,-97.76649
317,95,25,2.16,4,30.34226812,-97.78309999999999,30.341688,30.343276,-97.784452,-97.782288
318,509,25,2.08,4,30.372621608397235,-97.62517550900021,30.372517,30.373509999999996,-97.626755,-97.625037
319,361,25,2.0,2,30.410101920000002,-97.74761292,30.409596,30.411121,-97.747825,-97.747581
320,571,25,2.0,2,30.21093228,-97.78701304,30.210642,30.212589,-97.787239,-97.786217
321,819,25,2.0,2,30.190899960000003,-97.87414319999999,30.190445,30.191225,-97.875031,-97.87323
322,211,25,1.96,2,30.21188044,-97.72988536000001,30.211417,30.212109,-97.73058,-97.72884
323,64,24,2.083,4,30.331566541666664,-98.02464766666667,30.33146,30.332094,-98.025253,-98.024471
324,93,24,2.083,4,30.391384458333334,-97.77742154166667,30.39097000000001,30.392593,-97.778594,-97.776322
325,515,24,2.042,3,30.334956375,-97.759347,30.333038,30.335959999999996,-97.763,-97.758392
326,632,24,2.042,3,30.27958570833334,-97.72524779166667,30.27905100000001,30.281123,-97.725622,-97.725126
327,647,24,2.042,3,30.215946119862593,-97.69815810694661,30.215025,30.216869,-97.700165,-97.696762
328,17,24,2.0,2,30.179572083333337,-97.783156125,30.1783,30.181201,-97.783597,-97.782681
329,55,24,2.0,2,30.321736916666666,-97.659423875,30.321161,30.322169,-97.660003,-97.659187
330,65,24,2.0,2,30.15227120833333,-97.73188579166667,30.152267,30.152281,-97.731963,-97.73188
331,98,24,2.0,2,30.41677175,-97.74233504166666,30.415640000000003,30.418358,-97.743851,-97.739395
332,453,24,2.0,2,30.39052425,-97.88503741666666,30.39044,30.391052,-97.887024,-97.884602
333,628,24,2.0,2,30.31641154166667,-97.87247874999998,30.316296,30.317593,-97.872902,-97.872437
334,634,24,2.0,2,30.288492291666667,-97.72942033333334,30.287468,30.289191,-97.730355,-97.728241
335,678,24,2.0,2,30.213760750000002,-97.66525791666668,30.213047,30.214165,-97.666336,-97.664818
336,748,24,2.0,2,30.21904775,-97.80710891666666,30.218856,30.220099,-97.807664,-97.806657
337,984,24,2.0,2,30.460665865089087,-97.7547050928551,30.460463,30.461723,-97.755015,-97.75449
338,564,24,1.958,2,30.1731965,-97.670664375,30.172762,30.173492,-97.671644,-97.669372
339,575,24,1.958,2,30.37690041666667,-97.69355895833333,30.37532,30.380217,-97.694397,-97.691727
340,157,23,2.522,3,30.430023826086956,-97.67082752173913,30.427594,30.431549,-97.671669,-97.670502
341,643,23,2.217,4,30.218601652173913,-97.96111478260869,30.217711,30.219735,-97.962504,-97.959365
342,305,23,2.0,2,30.41263534782609,-97.73175382608694,30.41204,30.413525,-97.733635,-97.730807
343,341,23,2.0,2,30.34779713043478,-97.7361347826087,30.346676,30.34879500000001,-97.736789,-97.735718
344,391,23,2.0,2,30.167442695652174,-97.86009552173913,30.16633,30.168444,-97.860336,-97.85817
345,467,23,2.0,2,30.261261826086958,-97.69880843478262,30.260651,30.261927000000004,-97.700439,-97.69788
346,520,23,2.0,2,30.439491086956522,-97.75398395652175,30.438979999999997,30.440109000000003,-97.755619,-97.752403
347,614,23,2.0,2,30.256574695652173,-97.57484117391304,30.254737,30.257906,-97.578222,-97.571661
348,653,23,2.0,2,30.205088565217398,-97.66323891304349,30.20303,30.20723,-97.664948,-97.662611
349,656,23,2.0,2,30.399354956521737,-97.67937369565217,30.399099,30.399981,-97.679398,-97.679322
350,919,23,2.0,2,30.280206850289797,-97.80771884257592,30.27986,30.281724,-97.808994,-97.807277
351,323,23,1.957,2,30.410759521739127,-97.69519986956523,30.410526,30.4112,-97.695816,-97.693253
352,455,23,1.957,2,30.404726130434778,-97.92696178260869,30.403142,30.406116,-97.929367,-97.924667
353,764,23,1.957,2,30.21215843478261,-97.73702717391305,30.211073,30.21237,-97.737699,-97.736893
354,458,22,2.091,4,30.341372136363635,-97.76969563636364,30.341269,30.342327,-97.77005,-97.769622
355,169,22,2.045,3,30.2266355,-97.75390345454547,30.22622800000001,30.226965000000003,-97.754601,-97.753033
356,487,22,2.045,3,30.444297272727272,-97.7770120909091,30.44339,30.445269,-97.778336,-97.775749
357,695,22,2.045,3,30.251805535000003,-97.80177267272728,30.251395,30.252636,-97.802437,-97.800621
358,862,22,2.045,3,30.21670574090909,-97.84144367818182,30.215799,30.217871,-97.844158,-97.839665
359,141,22,2.0,2,30.31771547711426,-97.72842270049387,30.317628999999997,30.318464,-97.728477,-97.727928
360,172,22,2.0,2,30.37896109090909,-97.87843004545454,30.377604,30.380728,-97.880612,-97.876991
361,592,22,2.0,2,30.224881272727274,-97.80382609090908,30.222985,30.226004,-97.805561,-97.801338
362,638,22,2.0,2,30.22002,-97.82654559090908,30.219151,30.22126,-97.827134,-97.825722
363,650,22,2.0,2,30.308344227272723,-97.67819468181818,30.307798,30.309742,-97.682068,-97.676201
364,693,22,2.0,2,30.117916227272726,-97.66040427272728,30.117317,30.118461,-97.661184,-97.659958
365,917,22,2.0,2,30.44708666681818,-97.73207233090908,30.44632,30.447345,-97.734322,-97.731247
366,332,22,1.955,2,30.249980772665925,-97.8866795830636,30.249963,30.249990000000004,-97.886688,-97.88667
367,895,22,1.955,2,30.248722954545453,-97.61715086363637,30.246847,30.250628999999996,-97.618351,-97.615944
368,81,21,2.048,3,30.3292958352381,-97.64205119809523,30.32852054,30.329948,-97.644707,-97.640556
369,652,21,2.048,3,30.112789523809532,-97.78525538095238,30.11278900000001,30.112795,-97.785286,-97.784653
370,272,21,2.0,2,30.211554333333332,-97.78979014285713,30.210001,30.212285,-97.791267,-97.789299
371,281,21,2.0,2,30.33786257142857,-97.66189376190476,30.337839,30.337897,-97.662623,-97.661231
372,298,21,2.0,2,30.335581523809527,-97.70803142857143,30.334261,30.338585,-97.710854,-97.707047
373,311,21,2.0,2,30.371190666666664,-97.70946352380952,30.37118,30.371199,-97.709475,-97.70945
374,318,21,2.0,2,30.223405809523815,-97.79249690476189,30.222233000000006,30.225133000000003,-97.79319,-97.791634
375,340,21,2.0,2,30.31538495238095,-97.82604704761904,30.314982,30.315461,-97.826237,-97.825935
376,644,21,2.0,2,30.248032238095238,-97.84978804761906,30.247959,30.248201,-97.850208,-97.849689
377,725,21,2.0,2,30.22020058142857,-97.7067567847619,30.219128,30.220659,-97.707458,-97.706184
378,756,21,2.0,2,30.422535142857143,-97.68207738095238,30.421937,30.423999,-97.68264,-97.680021
379,792,21,2.0,2,30.2288030952381,-97.80149647619048,30.227432,30.229445,-97.802982,-97.801132
380,793,21,2.0,2,30.32528338095238,-97.6952368095238,30.324373,30.32589,-97.695797,-97.695183
381,914,21,2.0,2,30.33650276190476,-97.5999827142857,30.336258,30.336584,-97.60035,-97.599777
382,1048,21,2.0,2,30.25976914285714,-97.61589814285715,30.259113,30.260143,-97.616966,-97.614282
383,138,21,1.952,2,30.427829714285714,-97.68860842857141,30.426278999999997,30.428247,-97.690071,-97.686485
384,434,20,2.05,3,30.49410565,-97.79151155,30.494038,30.494203,-97.79184,-97.791431
385,484,20,2.05,3,30.222947849999997,-97.7765168,30.222409999999996,30.224264,-97.77832,-97.775711
386,89,20,2.0,2,30.23958675,-97.7450427,30.237294,30.24176,-97.747696,-97.742592
387,111,20,2.0,2,30.315168,-97.657015,30.314346,30.315559000000004,-97.657738,-97.655418
388,229,20,2.0,2,30.22605795,-97.86851759999999,30.225746,30.227455,-97.868736,-97.867722
389,271,20,2.0,2,30.3363273,-97.60279734999999,30.335262,30.336716,-97.60497,-97.602112
390,283,20,2.0,2,30.338007200000003,-97.7145625,30.33779,30.339378000000004,-97.715492,-97.713402
391,392,20,2.0,2,30.382905700000002,-97.69771625,30.382337,30.383886,-97.698654,-97.695938
392,412,20,2.0,2,30.34187615,-97.73864705,30.341349,30.34202,-97.738771,-97.737793
393,457,20,2.0,2,30.340898099999997,-97.96864585,30.340516,30.340964000000003,-97.968933,-97.968594
394,483,20,2.0,2,30.290105349999997,-97.7905101,30.289518,30.290585,-97.79079,-97.789532
395,510,20,2.0,2,30.363881900000003,-97.79005915,30.36228,30.364719,-97.79149,-97.788742
396,560,20,2.0,2,30.403520500000003,-97.74794225,30.403212,30.4039,-97.748077,-97.747785
397,589,20,2.0,2,30.4241761,-97.75688720000001,30.423855,30.424195,-97.756943,-97.756653
398,619,20,2.0,2,30.3120176,-97.68748624999999,30.310169,30.313955,-97.688538,-97.685638
399,658,20,2.0,2,30.327329400000004,-97.70079565,30.325602000000003,30.328216,-97.702728,-97.696979
400,729,20,2.0,2,30.455956500000003,-97.75276625000001,30.455734000000003,30.455990000000003,-97.753548,-97.752652
401,751,20,2.0,2,30.396356750000002,-97.66734155,30.395849,30.397144,-97.668541,-97.666443
402,23,20,1.95,2,30.318214349999998,-97.99452749999999,30.318209000000003,30.31822,-97.995891,-97.994399
403,163,20,1.95,2,30.41304145,-97.8662925,30.412811,30.413059000000004,-97.866557,-97.866241
404,546,20,1.95,2,30.33466755,-97.96964410000001,30.334332,30.336153000000003,-97.970604,-97.968872
405,193,20,1.9,2,30.420088299999996,-97.93056105000001,30.418709000000003,30.421307,-97.93094,-97.930122
406,618,19,2.053,3,30.230509631578947,-97.93463036842105,30.23040300000001,30.231309999999997,-97.934946,-97.933441
407,155,19,2.0,2,30.3587852631579,-97.76706105263158,30.357712,30.359690000000004,-97.767799,-97.765835
408,210,19,2.0,2,30.16326042105263,-97.86015400000001,30.16155800000001,30.164129,-97.860191,-97.860077
409,231,19,2.0,2,30.445924894736844,-97.68704378947369,30.444639,30.446501,-97.68808,-97.685593
410,290,19,2.0,2,30.459871947368423,-97.79810642105262,30.458703000000003,30.460628000000003,-97.799253,-97.797242
411,443,19,2.0,2,30.16060242105263,-97.76969115789473,30.160252000000003,30.160659999999996,-97.77047,-97.769624
412,511,19,2.0,2,30.388612157894737,-97.94140852631578,30.388169,30.389139,-97.941707,-97.941037
413,559,19,2.0,3,30.308545789473687,-97.94550463157896,30.30837,30.308619,-97.945779,-97.94533
414,612,19,2.0,2,30.431086000000004,-97.68464289473684,30.430309,30.432584999999996,-97.685364,-97.683723
415,627,19,2.0,2,30.213351894736842,-97.7502702631579,30.213246999999996,30.214127,-97.750595,-97.749794
416,739,19,2.0,2,30.398968787852056,-97.84511275435787,30.398779,30.400128999999996,-97.845376,-97.844131
417,935,19,2.0,2,30.211256684210525,-97.82479010526316,30.211189,30.211361,-97.825302,-97.824755
418,324,18,2.111,4,30.249802090312997,-97.86638147673409,30.249723,30.24998,-97.86653,-97.86626458121364
419,937,18,2.111,4,30.488259666666668,-97.80446222222221,30.486337,30.490727000000003,-97.80687,-97.802887
420,27,18,2.0,2,30.384600111111112,-97.9427443888889,30.383766,30.385293,-97.942923,-97.942074
421,249,18,2.0,2,30.39918551202647,-97.78285178996522,30.398931,30.399202108238224,-97.782875,-97.782599
422,393,18,2.0,2,30.20704466666666,-97.69449822222222,30.207040999999997,30.207047,-97.694505,-97.694489
423,403,18,2.0,3,30.248153975232906,-97.57942455348079,30.248074,30.248161554192308,-97.580025,-97.57937
424,499,18,2.0,2,30.231924166666666,-97.92632350000001,30.231729,30.23202,-97.927429,-97.925781
425,522,18,2.0,2,30.193080333333334,-97.8585201111111,30.1922,30.194305,-97.859009,-97.858047
426,596,18,2.0,2,30.224601777777778,-97.74224461111112,30.222942,30.225277,-97.743137,-97.742104
427,607,18,2.0,2,30.316998055555555,-97.623825,30.316677,30.317402,-97.624687,-97.623404
428,662,18,2.0,2,30.188871277777782,-97.7417255,30.186719,30.18981,-97.743629,-97.741128
429,833,18,2.0,2,30.44700777777778,-97.811273,30.44685,30.447151,-97.813141,-97.808876
430,616,18,1.944,2,30.225303555555556,-97.63187855555556,30.224946000000006,30.22533,-97.631927,-97.631131
431,900,18,1.944,2,30.457315055555554,-97.687356,30.456137,30.458365,-97.689598,-97.685753
432,871,17,2.059,3,30.390963176470592,-97.68225235294118,30.390913,30.391496000000004,-97.68227,-97.682028
433,242,17,2.0,2,30.291373470588237,-97.86219294117647,30.291325,30.292119,-97.862256,-97.862183
434,245,17,2.0,2,30.14188829411765,-97.81851982352941,30.14187,30.141957,-97.818611,-97.817856
435,268,17,2.0,2,30.12897288235294,-97.71013388235295,30.128684000000003,30.128996,-97.710301,-97.710118
436,292,17,2.0,2,30.358216235294122,-97.75030082352941,30.35795,30.358339,-97.750786,-97.749329
437,293,17,2.0,2,30.274376529411764,-97.81171370588235,30.27302,30.275182,-97.81267,-97.809951
438,459,17,2.0,2,30.291660235294117,-97.71360047058823,30.290784999999996,30.292219,-97.714523,-97.711563
439,496,17,2.0,2,30.450676176470584,-97.85329505882353,30.450649,30.450767,-97.853363,-97.853137
440,497,17,2.0,2,30.283552,-97.63294082352941,30.282919,30.284242,-97.633324,-97.632477
441,552,17,2.0,2,30.18176916702411,-97.89980371627665,30.181128,30.1833,-97.900302,-97.898805
442,558,17,2.0,2,30.330514235294117,-97.80920435294118,30.330406,30.331015,-97.809387,-97.808815
443,565,17,2.0,2,30.23001947058824,-97.86461047058823,30.229881,30.230749,-97.865593,-97.864451
444,655,17,2.0,2,30.19450371791666,-97.70125408064581,30.194169,30.194616,-97.701483,-97.70083
445,686,17,2.0,2,30.325253000000004,-97.74441288235295,30.324099,30.325808,-97.745125,-97.74337
446,728,17,2.0,2,30.363177705882354,-97.66846411764706,30.362787,30.364865,-97.66857,-97.668369
447,953,17,2.0,2,30.46297435294118,-97.67424952941177,30.46233,30.46476,-97.674644,-97.673393
448,963,17,2.0,2,30.409201470588233,-97.66326852941177,30.408258,30.409896999999997,-97.663559,-97.663208
449,815,17,1.941,2,30.284523529411764,-97.57884594117647,30.282413,30.285337,-97.579758,-97.578099
450,891,17,1.941,2,30.412758529411764,-97.70394394117646,30.412419,30.41322700000001,-97.704651,-97.703202
451,905,17,1.941,2,30.241124175297948,-97.59099982974108,30.241101,30.24114,-97.591011,-97.590984
452,988,16,2.125,4,30.263749337500002,-97.59805269625,30.262119,30.265352000000004,-97.598976,-97.597282
453,48,16,2.062,3,30.332965625,-97.69857325,30.331346999999997,30.334342,-97.699638,-97.697266
454,31,16,2.0,2,30.3426750625,-97.7632079375,30.34245300000001,30.343424,-97.764608,-97.762566
455,156,16,2.0,2,30.367604625,-97.71313825,30.366249,30.36882,-97.714988,-97.71085
456,187,16,2.0,2,30.313699500000002,-97.7674475,30.312851,30.314561,-97.768989,-97.765883
457,364,16,2.0,2,30.326791812499998,-97.7353555625,30.326338,30.328056,-97.738052,-97.734261
458,380,16,2.0,2,30.4381289375,-97.7581455,30.438032,30.438141,-97.758415,-97.758087
459,402,16,2.0,2,30.243365500000003,-97.72587375,30.24304,30.243473,-97.726082,-97.72525
460,420,16,2.0,2,30.373155625,-97.717986625,30.372931,30.373807,-97.719167,-97.717499
461,498,16,2.0,2,30.211371500000002,-97.74877525,30.210979,30.212255,-97.749018,-97.748222
462,566,16,2.0,2,30.2069975625,-97.7787725,30.20599600000001,30.207134000000003,-97.778931,-97.778711
463,578,16,2.0,2,30.22681425,-97.630786,30.226491,30.227259000000004,-97.630953,-97.630157
464,620,16,2.0,2,30.227199125,-97.721828,30.22715,30.227224,-97.721869,-97.721817
465,660,16,2.0,2,30.340334,-97.7784269375,30.338818,30.34127,-97.778931,-97.776694
466,684,16,2.0,2,30.358963125,-97.670910875,30.358458,30.360451,-97.671661,-97.670742
467,708,16,2.0,2,30.325656875,-97.7019695,30.325481,30.32576,-97.702515,-97.701598
468,779,16,2.0,2,30.3387095625,-97.7229505,30.337659999999996,30.340057,-97.724085,-97.721489
469,795,16,2.0,2,30.2495765,-97.8528205625,30.249008,30.249691,-97.85305,-97.851486
470,818,16,2.0,2,30.1296015,-97.684253375,30.129564,30.130035,-97.684273,-97.683972
471,846,16,2.0,2,30.392970437499997,-97.662243375,30.392647,30.393775,-97.663268,-97.66184
472,912,16,2.0,2,30.149027875,-97.6719649375,30.147655,30.150015000000003,-97.672737,-97.671406
473,928,16,2.0,2,30.206039375,-97.9110639375,30.20603,30.206055,-97.911072,-97.911049
474,1079,16,2.0,2,30.211001125,-97.6380864375,30.210145,30.212101,-97.638525,-97.637725
475,442,16,1.938,2,30.4048845625,-97.7121828125,30.40451,30.404933000000003,-97.712325,-97.712043
476,836,16,1.938,2,30.3294138125,-97.64724125,30.328717,30.329983,-97.648178,-97.645828
477,856,16,1.938,2,30.24127375,-97.860853,30.241082,30.24197,-97.86141,-97.858307
478,445,16,1.875,2,30.233994062500003,-97.5898848125,30.232764000000003,30.235559,-97.592072,-97.587791
479,401,15,2.4,3,30.099398,-97.81295273333333,30.098557,30.100154999999997,-97.813164,-97.812592
480,956,15,2.267,3,30.2424228,-97.61169626666667,30.240936,30.242884000000004,-97.612656,-97.611391
481,994,15,2.133,3,30.220580066666667,-97.62250713333333,30.218803,30.221462,-97.622833,-97.62229
482,753,15,2.067,3,30.39226,-97.87710753333333,30.392234,30.392281,-97.877139,-97.877083
483,32,15,2.0,2,30.145515466666666,-97.69981066666666,30.145411,30.145593,-97.699884,-97.699731
484,40,15,2.0,2,30.373988133333334,-97.75563786666666,30.372934000000004,30.37435,-97.756401,-97.754726
485,83,15,2.0,2,30.248838666666664,-97.56101146666667,30.248817,30.249111,-97.56105,-97.560612
486,230,15,2.0,2,30.300759333333335,-97.67315446666666,30.30064,30.301709,-97.673641,-97.672506
487,275,15,2.0,2,30.3301978,-97.8703,30.328609000000004,30.331261,-97.871414,-97.869339
488,449,15,2.0,2,30.390826133333334,-97.65910986666668,30.3908,30.391072,-97.659597,-97.65907
489,473,15,2.0,2,30.1927882,-97.8371978,30.19227,30.193009999999997,-97.837631,-97.836151
490,479,15,2.0,2,30.402711999999998,-97.72122599999999,30.40208,30.402769,-97.722363,-97.719162
491,545,15,2.0,2,30.18587326666667,-97.80336393333333,30.185637,30.187537,-97.804398,-97.800499
492,570,15,2.0,2,30.33316806666667,-97.6922942,30.33308,30.333427,-97.692778,-97.692107
493,585,15,2.0,2,30.179698733333332,-97.76216593333334,30.178248999999997,30.180742,-97.763079,-97.760053
494,691,15,2.0,2,30.311288333333334,-97.69390960000001,30.310369,30.31188,-97.694595,-97.693092
495,718,15,2.0,2,30.222633266666666,-97.63361513333334,30.222223,30.222704,-97.633875,-97.633573
496,747,15,2.0,2,30.23713006666667,-97.70199506666667,30.23645,30.237342,-97.702169,-97.701363
497,762,15,2.0,2,30.22574,-97.77389873333333,30.22574,30.22574,-97.773903,-97.773895
498,770,15,2.0,2,30.098260466666666,-97.6840118,30.097023,30.099118,-97.684868,-97.68338
499,786,15,2.0,2,30.23010826666667,-97.70627333333333,30.2301,30.230213,-97.706321,-97.706211
500,799,15,2.0,2,30.16554066666667,-97.80048266666667,30.16547000000001,30.165649,-97.801148,-97.799423
501,825,15,2.0,2,30.205399133333334,-97.68333413333333,30.20485900000001,30.206139,-97.683444,-97.683144
502,858,15,2.0,2,30.121081933333336,-97.71508153333335,30.120990999999997,30.121115000000003,-97.715149,-97.715057
503,860,15,2.0,2,30.179237,-97.75629973333334,30.17787,30.180528999999996,-97.758865,-97.754021
504,958,15,2.0,2,30.1505508,-97.74037753333333,30.148481,30.152645,-97.741653,-97.739233
505,1012,15,2.0,2,30.2695208,-97.80424993333334,30.26898,30.270758,-97.806101,-97.802773
506,180,15,1.933,2,30.35673673333333,-97.67213646666666,30.356693,30.357019,-97.67218,-97.672073
507,251,15,1.933,2,30.269166666666667,-97.70071513333333,30.267378000000004,30.270993,-97.701607,-97.699848
508,488,15,1.933,2,30.187330533333334,-97.78043153333333,30.18668,30.187607,-97.780792,-97.77935
509,610,15,1.933,2,30.352759266666666,-97.61597013333333,30.351758,30.35412800000001,-97.616783,-97.615401
510,847,15,1.933,2,30.225575400000004,-97.94784720000001,30.224738,30.225802,-97.949869,-97.947295
511,904,15,1.933,2,30.179953066666666,-97.79630653333334,30.179397,30.18117,-97.798767,-97.794762
512,122,14,2.071,3,30.317817285714284,-97.86549064285714,30.317802,30.317841,-97.865509,-97.865471
513,195,14,2.071,3,30.290471214285713,-97.771892,30.29019000000001,30.290581,-97.772087,-97.7714
514,624,14,2.071,3,30.243878857142857,-97.74353607142858,30.242703999999996,30.244659,-97.745697,-97.742165
515,648,14,2.071,3,30.31646007142857,-97.94982164285715,30.31635,30.316519,-97.94989,-97.949679
516,199,14,2.0,2,30.204537428571427,-97.85884435714286,30.203951,30.205339,-97.8592,-97.858573
517,227,14,2.0,2,30.163379857142854,-97.80048028571427,30.1633,30.163711,-97.800881,-97.798513
518,243,14,2.0,2,30.350058571428573,-97.65765235714285,30.350014,30.350108,-97.657703,-97.657523
519,264,14,2.0,2,30.30767685714286,-97.639716,30.307369,30.307994,-97.640762,-97.63811
520,334,14,2.0,2,30.27157829734534,-97.8176947582315,30.269689,30.273495,-97.817847,-97.817444
521,357,14,2.0,2,30.35927792857143,-97.64904,30.359240000000003,30.359655,-97.649094,-97.649025
522,569,14,2.0,2,30.211680357142857,-97.8763317857143,30.211619,30.211769,-97.876614,-97.875475
523,611,14,2.0,2,30.438193285714284,-97.76857721428573,30.437503000000003,30.439177,-97.768763,-97.767708
524,617,14,2.0,2,30.327309342857145,-97.63486031142858,30.326746000000004,30.3274262,-97.63667,-97.634055
525,690,14,2.0,2,30.36755542857143,-97.753463,30.366903000000004,30.36825,-97.754598,-97.752907
526,709,14,2.0,2,30.400146785714288,-97.65135307142857,30.39753,30.402026,-97.652603,-97.648281
527,716,14,2.0,2,30.24621864285714,-97.71483107142856,30.245921999999997,30.246956,-97.715012,-97.714363
528,759,14,2.0,2,30.092068602433553,-97.67882126801513,30.091434000000003,30.09347,-97.679738,-97.677333
529,784,14,2.0,2,30.083081142857143,-97.68905821428572,30.082357,30.08360900000001,-97.689735,-97.688675
530,787,14,2.0,2,30.262013071428573,-97.80905249999999,30.261887,30.26281,-97.80912,-97.808533
531,832,14,2.0,2,30.43821642857143,-97.77181171428572,30.437716,30.438329,-97.77198,-97.771065
532,924,14,2.0,2,30.185216642857142,-97.69067014285714,30.18507,30.18523,-97.690812,-97.69065
533,938,14,2.0,2,30.162217642857144,-97.77776471428571,30.162174,30.162353999999997,-97.777813,-97.777641
534,966,14,2.0,2,30.261393714285713,-97.76948514285714,30.260799,30.262188,-97.770821,-97.767516
